pov,EMPSTAT,EDUC,BLACK,SEX,HCOVANY,VETSTAT,FTOTINC,AGE
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,45000,66
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,168400,59
0,Employed,4+ years of college,1,Female,With health insurance coverage,Not a veteran,50000,77
0,Not in labor force,High school,0,Female,With health insurance coverage,Veteran,46700,71
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,33700,32
0,Employed,Some college,0,Male,With health insurance coverage,Veteran,100000,74
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,99000,42
0,Employed,High school,0,Female,With health insurance coverage,Veteran,29900,58
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,55000,35
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,122900,31
0,Not in labor force,High school,1,Female,With health insurance coverage,Not a veteran,56800,56
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,34300,44
0,Employed,Some high school,0,Male,With health insurance coverage,Not a veteran,29600,65
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,72600,63
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,27000,78
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,489000,49
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,69400,89
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,59390,70
0,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,38000,83
0,Employed,High school,0,Male,With health insurance coverage,Not a veteran,133000,40
0,Not in labor force,Some college,0,Male,With health insurance coverage,Veteran,107140,89
0,Employed,4+ years of college,0,Female,With health insurance coverage,Veteran,88500,32
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,30000,39
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,483600,57
0,Not in labor force,Some college,0,Male,With health insurance coverage,Veteran,78500,62
0,Not in labor force,Some college,0,Male,With health insurance coverage,Veteran,124000,76
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,29200,54
0,Not in labor force,Some high school,0,Male,With health insurance coverage,Not a veteran,74700,75
0,Employed,High school,0,Male,No health insurance coverage,Not a veteran,37000,40
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,59000,66
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,54900,80
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,349000,66
0,Employed,Some high school,0,Female,With health insurance coverage,Veteran,76000,57
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,44000,61
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,198600,95
0,Unemployed,High school,0,Male,With health insurance coverage,Veteran,21650,28
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,35000,30
0,Employed,4+ years of college,0,Male,With health insurance coverage,Not a veteran,53000,34
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,33200,62
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,35000,54
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,16000,54
0,Not in labor force,4+ years of college,0,Male,With health insurance coverage,Not a veteran,116400,70
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,160000,28
0,Employed,4+ years of college,0,Female,With health insurance coverage,Veteran,70000,52
0,Employed,High school,0,Female,With health insurance coverage,Not a veteran,33500,64
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,161000,34
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,69060,62
0,Not in labor force,4+ years of college,0,Female,With health insurance coverage,Not a veteran,78000,65
0,Not in labor force,High school,0,Female,With health insurance coverage,Not a veteran,17300,79
0,Employed,4+ years of college,1,Female,With health insurance coverage,Not a veteran,66000,46
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,240000,32
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,29100,68
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,16900,69
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,714000,45
0,Employed,4+ years of college,0,Female,With health insurance coverage,Not a veteran,259600,47
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,143300,67
0,Not in labor force,High school,0,Male,With health insurance coverage,Not a veteran,14400,64
0,Not in labor force,Some college,0,Male,With health insurance coverage,Not a veteran,26330,62
0,Employed,Some college,0,Female,With health insurance coverage,Not a veteran,73030,59
0,Not in labor force,Some college,0,Female,With health insurance coverage,Not a veteran,52810,65
0,Employed,Some college,0,Male,With health insurance coverage,Not a veteran,136000,59
